clusterName,binary_genes,rf_feature_importance,cluster_median,binary_score
20_1,Nxph2,0.006228050821109518,1.0,1.0
20_1,Moxd1,0.005188840527802881,2.0,0.9705882352941176
20_1,Nek7,0.003203098525863824,2.0,0.9509803921568627
20_1,Tmem132c,0.004972988053466179,1.0,0.9411764705882353
20_1,Btbd11,0.006002018705125377,5.0,0.9294117647058823
20_1,Cntnap3,0.0046717799685506625,4.0,0.9117647058823529
20_1,Erbb4,0.0036858609640283185,160.0,0.8931372549019608
20_1,Kcnc2,0.0036786224200596658,55.0,0.8916221033868094
20_2,Zbtb7c,0.005592759301254921,1.0,1.0
20_2,Tll1,0.009833060993887454,8.5,0.9953863898500577
20_2,Pvalb,0.005324249956846642,3.0,0.9803921568627451
20_2,Ngf,0.0047332514554742225,2.0,0.9803921568627451
20_2,Mctp2,0.007298059275364379,2.5,0.9725490196078431
20_2,Nek7,0.004939084883107579,5.0,0.9686274509803923
20_2,Zfp804b,0.00511634730690529,19.5,0.9170437405731524
20_2,Thsd7a,0.005304517429684175,16.5,0.9096850861556742
20_2,Inpp4b,0.005511303095090314,18.0,0.8997821350762525
20_2,Htr1f,0.005532902966607567,5.0,0.8980392156862744
20_3,Adamtsl5,0.009291698033151835,1.0,1.0
20_3,Mypn,0.00652273369162112,1.0,1.0
20_3,6330411D24Rik,0.011077903473304573,7.0,0.9971988795518208
20_3,Syt2,0.0051002476175000784,3.0,0.9934640522875816
20_3,Myo1e,0.004869649965781703,2.0,0.9901960784313726
20_3,Pvalb,0.00664725644544174,3.0,0.9803921568627451
20_3,Cemip,0.004605903252505341,7.0,0.9453781512605042
20_3,Kcnc1,0.0035310374352692238,8.0,0.9240196078431373
20_3,Cntnap4,0.004069776925210155,17.0,0.9158016147635525
20_3,Esrrg,0.00456123526318771,14.0,0.8935574229691875
21_1,Lypd6,0.0065789053281699985,2.0,1.0
21_1,Lypd6b,0.0050430967651056025,2.0,0.9803921568627451
21_1,Sst,0.00800432347820211,17.0,0.9665513264129182
21_1,Elfn1,0.005448042183920814,2.0,0.9607843137254902
21_1,Grin3a,0.0038390573271548083,10.0,0.9431372549019607
21_1,Col19a1,0.0045811523019771835,9.0,0.9259259259259259
21_1,Trpc6,0.005017995993291709,6.0,0.9150326797385621
21_1,Utrn,0.004971729875585662,9.0,0.9106753812636164
21_1,Npas3,0.005944097347377993,29.0,0.910074374577417
21_1,Grik1,0.004671139445102831,29.0,0.9077079107505072
21_2,Gm45341,0.00831550276007844,5.0,0.9686274509803919
21_2,Olfm3,0.008156473141719696,17.0,0.9630911188004612
21_2,Elfn1,0.007414263240755099,2.0,0.9607843137254902
21_2,Sst,0.005268053591950269,12.0,0.9607843137254902
21_2,Gm2516,0.004193137961377579,3.0,0.9607843137254902
21_2,Gm45323,0.009393290678935911,10.0,0.9588235294117646
21_2,Gm28175,0.00721992374241375,3.0,0.9542483660130717
21_2,C130073E24Rik,0.008458845520874649,33.0,0.9518716577540107
21_2,Kcnmb2,0.004516880380569066,18.0,0.9291938997821352
21_2,Greb1l,0.004624269581539073,7.0,0.8837535014005602
21_3,Gabrg1,0.0032899016676877337,1.0,1.0
21_3,Mrap2,0.0031257003094415786,1.0,1.0
21_3,Npy,0.006273446194088627,3.0,0.9934640522875818
21_3,Moxd1,0.006511972949552723,2.0,0.9705882352941176
21_3,Sst,0.007117492993338926,17.0,0.9665513264129182
21_3,Gm38505,0.0038977572118258806,2.0,0.9509803921568627
21_3,Elfn1,0.0035327583170935923,1.0,0.9411764705882353
21_3,Lhx6,0.0032139525306209772,1.0,0.9411764705882353
21_3,Cdh4,0.0034581051537535767,3.0,0.9346405228758171
21_3,Grin3a,0.002903757672981118,7.0,0.918767507002801
22,Col6a1,0.0066346404637436,2.0,1.0
22,Htr2c,0.004483131559411088,7.0,0.9551820728291315
22,Gm32647,0.004746652881471557,12.0,0.9509803921568627
22,9530026P05Rik,0.004799088726113438,6.0,0.9346405228758168
22,Cpne7,0.008157310661425266,11.0,0.9144385026737966
22,Hs3st4,0.005171163373385566,43.0,0.8723210214318285
22,St18,0.009658150203101462,9.0,0.869281045751634
22,Prkca,0.003972748857373975,23.0,0.8273657289002558
22,Gabrg3,0.004579649862261527,15.0,0.7457516339869281
22,Sgcd,0.004912683660381373,14.0,0.742296918767507
23,Gm6260,0.010205581661350036,1.0,0.9803921568627451
23,Gm42705,0.004176472795013216,1.0,0.9803921568627451
23,Fras1,0.0052600575910674826,14.0,0.964985994397759
23,Ndst4,0.004976877644171174,9.0,0.9302832244008714
23,Ndst3,0.0055938749890658175,14.0,0.9187675070028011
23,Tox,0.008788905485479925,17.0,0.905997693194925
23,Ntng1,0.008867746760161688,26.0,0.8989441930618403
23,Sorcs1,0.004788224936048852,6.0,0.8758169934640523
23,Ldb2,0.00698050516419747,20.0,0.8745098039215686
23,Cntn4,0.0046388111672781875,40.0,0.849264705882353
24,Exph5,0.0044936314662789,1.0,0.9803921568627451
24,Kcnh5,0.004769165817414244,5.0,0.9647058823529412
24,Rorb,0.010067328768511373,2.0,0.9607843137254902
24,Pdzrn3,0.007033102705803381,10.0,0.9343137254901961
24,Pde7b,0.0030490645077626867,5.0,0.876470588235294
24,Efna5,0.004542753998397199,9.0,0.8387799564270153
24,Mef2c,0.0063380945516043185,27.0,0.8304284676833695
24,Nrg1,0.003415867496319601,62.0,0.8034471853257432
24,Cdh12,0.0029863899463824133,16.0,0.7708333333333334
24,Ptprd,0.0031118459945003634,222.0,0.7599805688040983
25,Mob3b,0.005707669248131887,1.0,1.0
25,Anln,0.006000941963540968,3.0,0.9869281045751634
25,Enpp6,0.015177043890250997,1.0,0.9803921568627451
25,Apod,0.0050261223716063,2.0,0.9803921568627451
25,Myo1e,0.003975241746508662,1.0,0.9803921568627451
25,Tmem117,0.00398819923258302,1.0,0.4117647058823529
25,Mir100hg,0.004375750478891569,4.0,0.36764705882352944
25,Slco3a1,0.004037066938569731,1.0,0.3333333333333333
25,Cntn3,0.004467468656185424,1.0,0.3137254901960784
25,Robo1,0.004582173381080034,2.0,0.28431372549019607
26,Gjb6,0.008660340523221004,1.0,1.0
26,Slc7a11,0.008444114260135359,1.0,1.0
26,Atp13a4,0.008181273881381379,1.0,1.0
26,F3,0.007268517522652534,1.0,1.0
26,Gli3,0.017362270224298114,2.0,0.9901960784313726
26,Gm6145,0.01179090685484041,2.0,0.9901960784313726
26,Gja1,0.011327477556709148,2.0,0.9901960784313726
26,Atp1a2,0.010753093498791222,5.0,0.988235294117647
26,Rorb,0.008040375560950414,5.0,0.9843137254901961
26,Pla2g7,0.010199699953675954,2.0,0.9803921568627451
27,Cdc14a,0.009917624296497689,1.0,1.0
27,Prlr,0.0044086554910306094,1.0,1.0
27,Unc13c,0.00669447460234035,4.0,0.9803921568627451
27,Vwc2l,0.00884842631230443,8.0,0.9607843137254902
27,Pbx3,0.005436113723830555,3.0,0.9542483660130718
27,Tshz2,0.004907837278537274,14.0,0.8977591036414566
27,Camk2d,0.00664542963318882,12.0,0.8913398692810457
27,Sgcd,0.007617263163287028,38.0,0.8833849329205364
27,Dcc,0.006853543504717674,67.0,0.8233830845771145
27,Pcdh7,0.004658019974290744,37.0,0.8086910439851619
28,Fbln2,0.00380729091408262,1.0,1.0
28,Fibcd1,0.008113252996160239,2.0,0.9901960784313726
28,Sema3e,0.0027538270622677963,8.0,0.8848039215686274
28,Gm41414,0.003012805397249199,1.0,0.8823529411764706
28,Ntng1,0.0027737820037006793,14.0,0.8543417366946778
28,Slit2,0.0030593899626879415,12.0,0.8366013071895424
28,Tenm1,0.004895861236894048,19.0,0.7837977296181629
28,Kcnip4,0.0027718245040855446,54.0,0.44190268700072616
28,Kcnb2,0.0028270777564899426,4.0,0.27450980392156865
28,Cadm2,0.0030731091187337217,21.0,0.22408963585434175
29,Opalin,0.00378898031465657,2.0,0.9705882352941176
29,Mal,0.003880607615352656,3.0,0.9673202614379084
29,Tspan2,0.005704003401125575,3.0,0.96078431372549
29,Mobp,0.0033099166394780655,3.0,0.9346405228758169
29,Sytl2,0.003957904176242463,2.0,0.9117647058823529
29,Mbp,0.00332396985177187,13.0,0.8823529411764705
29,Pde4b,0.004782942588562727,32.0,0.8137254901960784
29,Synpr,0.005105063574674622,2.0,0.7156862745098039
29,Pak1,0.0040312943776061256,3.0,0.6078431372549019
29,Tmeff2,0.003298257768723851,19.0,0.5577915376676986
30,Sntb1,0.02635084103002819,4.0,1.0
30,Sema5b,0.007250674508563371,2.0,1.0
30,Kcnh8,0.013670403902178434,3.0,0.9934640522875816
30,Vwc2l,0.01853137210175078,21.0,0.9850606909430438
30,Mcc,0.007025728425506778,6.0,0.9575163398692811
30,Cntn6,0.012760043040746348,22.0,0.9518716577540107
30,Olfm3,0.010321101370440108,13.0,0.9517345399698339
30,Sgcd,0.010825502271067216,66.0,0.9328579916815208
30,Kcnip1,0.006108729976432814,5.0,0.9019607843137256
30,Arap2,0.007047661124643908,10.0,0.8862745098039215
31,Ecm2,0.0037906028101723525,1.0,1.0
31,Stk32b,0.0060364737214358135,1.0,0.9901960784313726
31,Trhr,0.004073531262929721,2.0,0.9803921568627451
31,Antxr2,0.004036986271660662,1.0,0.9803921568627451
31,Ano2,0.002726736034407676,1.0,0.9607843137254902
31,Scn9a,0.007597003180350028,4.0,0.9362745098039216
31,Trpm3,0.006207533133711199,66.0,0.9128045157456921
31,Prr16,0.0031782201112171217,7.0,0.8193277310924371
31,Cdh13,0.002934401456729354,8.0,0.7843137254901961
31,Thsd7b,0.002911758907453482,6.0,0.7450980392156862
32,Vip,0.015918964575730703,5.0,1.0
32,Rgs12,0.007465569645496756,1.0,0.9607843137254902
32,Igf1,0.007190553777135641,2.0,0.9558823529411765
32,Adarb2,0.021447400747444365,85.0,0.9446366782006921
32,Npas3,0.010976751451875719,29.0,0.910074374577417
32,Dlx6os1,0.00758356536569477,5.0,0.8980392156862744
32,Prox1,0.005342107837867451,2.0,0.8725490196078431
32,Erbb4,0.011183255071691276,89.0,0.8641771315267681
32,Synpr,0.005623985644308558,10.0,0.8313725490196078
32,Gad2,0.005095278750426524,2.0,0.8235294117647058
33,Nts,0.011259695112431403,1.0,1.0
33,Fn1,0.00829533601757982,7.0,1.0
33,Mirt1,0.007035744133368695,1.0,1.0
33,Stac,0.00754839495085669,5.0,0.9882352941176472
33,Rxfp1,0.009346849704892671,6.0,0.9869281045751634
33,Bcl6,0.00853729436456424,3.0,0.9738562091503266
33,Brinp3,0.006782737173421545,46.0,0.9347826086956522
33,Adgra1,0.005733688016014034,4.0,0.8970588235294118
33,Astn2,0.0046787430863347475,32.0,0.8759191176470589
33,Hcn1,0.007919325604927231,50.0,0.8337254901960782
34,Hs3st2,0.00401760286624655,2.0,0.9509803921568627
34,Gfra2,0.0024965540484595088,1.0,0.9509803921568627
34,Il1rapl2,0.005842636244637755,16.0,0.9417892156862745
34,Pou6f2,0.003048700032601439,1.0,0.9215686274509803
34,Satb2,0.005670342187749046,8.0,0.8995098039215687
34,Dpp10,0.005039687891835055,173.0,0.8815028901734107
34,Cobl,0.002556965840408396,6.0,0.8790849673202615
34,Hs3st5,0.0028012827377151793,2.0,0.8627450980392157
34,Zfp804b,0.0025208770362980227,8.5,0.8604382929642446
34,Mef2c,0.0031780321263228852,22.0,0.7954545454545452
35,Dcn,0.006974169813971689,5.0,0.9960784313725489
35,Col23a1,0.002784079024370305,3.0,0.96078431372549
35,6530403H02Rik,0.005091072840011343,17.0,0.939446366782007
35,Ntng1,0.004704269738609491,25.0,0.8956862745098041
35,Reln,0.003530639749368174,3.0,0.869281045751634
35,Kirrel3,0.0027632167473284003,49.0,0.8535414165666265
35,Pcdh7,0.003605085609121114,40.0,0.8230392156862743
35,Nrg1,0.003399535225075756,66.0,0.8129827688651216
35,Frmpd4,0.003606557323695656,4.0,0.2696078431372549
35,Nrxn3,0.003059441193454854,5.0,0.23137254901960785
36,Pde3a,0.012605006865099517,4.0,1.0
36,Syt6,0.006570128067408977,1.0,1.0
36,Adarb2,0.019428709334006974,214.0,0.9780098955470041
36,Igf1,0.009305554068927467,3.0,0.9705882352941178
36,Col25a1,0.006530182938687162,36.0,0.9694989106753812
36,Cnr1,0.009972071089614946,19.0,0.9669762641898862
36,Gm45323,0.013840835937199408,12.0,0.9656862745098039
36,Col19a1,0.015528880602286849,19.0,0.9649122807017544
36,4930555F03Rik,0.006606832985181289,8.0,0.9558823529411765
36,Npas3,0.006117608472559996,58.5,0.9554214848332497
37,Frem1,0.008417561556864515,2.0,1.0
37,Hapln1,0.01807343419988461,5.0,0.9960784313725489
37,Mctp2,0.007119390738116342,4.0,0.9828431372549019
37,Dchs2,0.005718238108340409,3.0,0.9738562091503268
37,Lamp5,0.008010176662306918,2.0,0.9705882352941176
37,Id2,0.009833820880104243,3.0,0.9607843137254902
37,Egfr,0.00574435498238894,2.0,0.9607843137254902
37,Pde11a,0.005631422521304829,7.0,0.9495798319327732
37,Zfp804b,0.0068295627317365385,22.0,0.9242424242424242
37,Gad1,0.0061700771934323564,8.0,0.9117647058823529
38,Map3k15,0.0094491147936715,1.0,1.0
38,Gm43154,0.006849134781116446,3.0,1.0
38,Strip2,0.005652167170699813,4.0,1.0
38,Ntsr2,0.01004960815569787,2.0,0.9705882352941176
38,Asph,0.008999550801855234,15.0,0.9333333333333328
38,Wipf3,0.012721544138301105,16.0,0.9313725490196079
38,Zfp804a,0.006993351163888901,38.5,0.9246243952126308
38,Stxbp5l,0.00718642137488373,91.0,0.912087912087912
38,Tafa5,0.007624679954918829,11.0,0.8912655971479498
38,Srgap2,0.009975262458282157,21.0,0.8879551820728286
39,Rnf152,0.0067545765688645275,1.0,1.0
39,Unc13c,0.005827165623104326,2.0,0.9607843137254902
39,Tox,0.0049553654372258725,9.0,0.8529411764705881
39,Dpp10,0.006067134817742532,77.0,0.7896613190730838
39,Nrg1,0.007688019196937374,54.5,0.7850332793667926
39,Nell1,0.004282640655235685,7.0,0.7675070028011206
39,Grid2,0.006331705647179125,26.0,0.716817496229261
39,Zfpm2,0.008117430904917157,8.0,0.6237745098039216
39,Kcnip4,0.005010308546928772,138.0,0.5545609548167093
39,Celf2,0.005143166736486116,16.0,0.24509803921568626
40,Cd44,0.01013989718419825,1.0,1.0
40,9330185C12Rik,0.008866071023275074,1.0,1.0
40,Plch1,0.006082765987437482,3.0,1.0
40,Gm20063,0.004527417916590893,1.0,1.0
40,Gm49906,0.007883251251486386,4.0,0.9803921568627451
40,Atp10a,0.005943092582112884,2.0,0.9803921568627451
40,Ntng1,0.010742013890579527,40.0,0.9343137254901961
40,Zfp804b,0.006994224963520678,24.0,0.9305555555555557
40,Trps1,0.006336883392208342,35.0,0.906442577030812
40,Gria4,0.0051926864078560555,32.0,0.7395833333333334
41,Gm19410,0.006327907588009017,1.0,0.9607843137254902
41,Tll1,0.005347998595302632,1.0,0.9607843137254902
41,Pcdh11x,0.0066730530894804395,9.0,0.9509803921568627
41,Tox,0.004184564450894364,14.0,0.8858543417366948
41,Inpp4b,0.007601915427869133,13.0,0.8642533936651582
41,Cdh20,0.005430423149079262,7.0,0.8291316526610646
41,Dpp10,0.0040219724335132994,6.0,0.5130718954248367
41,Erc2,0.0035865139583382034,5.0,0.2196078431372549
41,Adgrb3,0.004027018476852576,15.0,0.20653594771241834
41,Fam155a,0.0037792601812255845,7.0,0.20448179271708683
42,Trp73,0.01232593214879712,1.0,1.0
42,Ebf3,0.009679552323534008,2.0,1.0
42,Ndnf,0.01640663539964899,7.0,0.988795518207283
42,Dach1,0.013650383523737503,9.0,0.9803921568627451
42,Reln,0.021207114387271953,27.0,0.9600580973129993
42,Cacna2d2,0.008716776948221884,2.0,0.9117647058823529
42,Pdzd2,0.009054181549668442,4.0,0.8235294117647058
42,Kcnh7,0.008272846157549214,20.0,0.6029411764705881
42,Clstn2,0.010930364994430987,11.0,0.516042780748663
42,Bcl11a,0.006366764119249703,2.0,0.4215686274509804
43,Egfr,0.008938204564635094,6.0,0.9869281045751633
43,Pld5,0.006541121526187069,4.0,0.9852941176470589
43,Ndnf,0.009674661762783974,4.0,0.9803921568627451
43,Sv2c,0.009575413474659766,2.0,0.9803921568627451
43,Kit,0.012715908731277578,5.0,0.9647058823529412
43,Gm16070,0.005133724163175273,1.0,0.9607843137254902
43,Reln,0.008217142296382488,27.0,0.9600580973129993
43,Igf1,0.004211212542781516,1.5,0.9477124183006534
43,Fgf13,0.007494165600167168,30.5,0.9251044680167148
43,Adarb2,0.005430486957124475,50.0,0.919607843137255
44,Csf2rb2,0.018987177983512488,3.0,1.0
