clusterName,binary_genes,rf_feature_importance,cluster_median,binary_score
35_1,Cnr1,0.018338237785162578,20.0,0.9740384615384614
35_1,Eps8,0.005862202332464764,3.0,0.9615384615384616
35_1,Col25a1,0.006912535926744492,14.0,0.9546703296703296
35_1,Dlx6os1,0.0063957525415762415,7.0,0.9423076923076923
35_1,Necab1,0.006552324293934431,8.0,0.9326923076923077
35_1,Grip1,0.008696322720521456,94.0,0.9324877250409167
35_2,Ndnf,0.004362259205168853,2.0,0.9903846153846154
35_2,Ndst4,0.006531517039219395,2.0,0.9807692307692307
35_2,Rxfp1,0.006154115214762587,3.0,0.9743589743589745
35_2,Cxcl14,0.00855393905636856,2.0,0.9711538461538461
35_2,Chrna7,0.005462393587766232,5.0,0.9653846153846153
35_2,Adarb2,0.005482440783879907,118.0,0.9458116036505869
35_2,Npas3,0.005089652520698057,49.0,0.9175824175824177
35_2,Zfp804b,0.003533226176538471,26.0,0.8986686390532543
35_2,Erbb4,0.0051040094342539736,128.0,0.8888221153846154
35_2,Grik2,0.0035571219402251364,82.0,0.8598733583489682
35_3,Gm39185,0.008781488550868067,1.0,1.0
35_3,Gm49980,0.002275224556525231,1.0,1.0
35_3,B130024G19Rik,0.003119853074301486,1.0,0.9423076923076923
35_3,Igf1,0.0026219824920254036,1.5,0.9358974358974359
35_3,Thsd7a,0.0049598303478518005,11.5,0.9347826086956522
35_3,Adarb2,0.003646774082151148,75.5,0.9288079470198677
35_3,Dlx6os1,0.00374475190914615,5.0,0.9192307692307692
35_3,Cntnap5c,0.002345957250702202,5.0,0.8884615384615385
35_3,Thsd7b,0.004173043538626528,7.0,0.881868131868132
35_3,Kcnc2,0.0026654120408122007,18.0,0.8205128205128205
36,Ccn2,0.023535410321737137,5.0,1.0
36,Gm41414,0.01069777190983443,1.0,1.0
36,Clic5,0.009874478131511034,1.0,1.0
36,Moxd1,0.007807291175710902,1.0,1.0
36,Svil,0.010192086123126715,3.5,0.9862637362637362
36,Fbxl7,0.012407882251430054,4.0,0.9711538461538461
36,C130073E24Rik,0.009664110292634595,4.0,0.9663461538461539
36,Inpp4b,0.009015256356245572,21.0,0.9652014652014651
36,Tmem163,0.006872297540734844,4.0,0.9567307692307693
36,Rai14,0.006001315892034528,3.0,0.9487179487179487
37,Ranbp3l,0.020028905514719655,4.0,1.0
37,Aox3,0.017971869770662577,1.0,1.0
37,Slc6a13,0.014282003579386415,1.0,1.0
37,Bmp6,0.013621386095151124,3.0,1.0
37,Tbx18,0.011683745500156332,1.0,1.0
37,Dcn,0.007029146557683492,1.0,1.0
37,Slc7a11,0.018322644437824824,9.0,0.9935897435897437
37,Slc6a20a,0.014870771027558433,4.0,0.9903846153846154
37,Colec12,0.014554813974839284,2.0,0.9903846153846154
37,Cp,0.007557522060482985,1.0,0.9903846153846154
38_1,Aqp4,0.002995844451979166,1.0,1.0
38_1,Tprkb,0.002138473964917676,1.0,1.0
38_1,Apoe,0.0035464206428655375,14.0,0.8688186813186813
38_1,Cst3,0.004220786856433132,9.0,0.7713675213675214
38_1,Luzp2,0.00394819253422464,1.0,0.5384615384615384
38_1,Cpe,0.002025754847398151,6.0,0.5128205128205128
38_1,Gria2,0.0029681300963668796,1.0,0.25
38_1,Lsamp,0.0023767004154954534,19.0,0.23279352226720645
38_1,Pcdh9,0.002169171893520777,7.0,0.13186813186813187
38_2,Thbs4,0.012651905208033394,1.0,1.0
38_2,Igfbp5,0.007999963426434562,1.0,0.9807692307692307
38_2,Clu,0.0037437973260000777,5.0,0.855769230769231
38_2,Gpc5,0.002724405464243816,2.0,0.7980769230769231
38_2,Nrg1,0.005941408544968012,4.0,0.43509615384615385
38_2,Lsamp,0.0037834023019410975,11.0,0.21853146853146851
38_3,Sntb1,0.009948698336434181,4.0,1.0
38_3,Mybpc1,0.00867174989091255,2.0,1.0
38_3,Gm29521,0.008188997206271321,1.0,1.0
38_3,Fmo1,0.004186911230683433,1.0,1.0
38_3,Gm29683,0.005379636804974982,3.0,0.9871794871794871
38_3,Plce1,0.009917307007037957,1.0,0.9615384615384616
38_3,Sash1,0.004112658346802135,5.0,0.9423076923076921
39,Tbx15,0.01657728396352693,3.0,1.0
39,Adamtsl3,0.014952774691995614,2.0,1.0
39,Slc9a2,0.01170256216280264,1.0,1.0
39,Slc26a7,0.008629212901635368,2.0,1.0
39,Car13,0.008151715279567774,1.0,1.0
39,Bnc2,0.01284834722575056,12.0,0.9967948717948718
39,Eya2,0.02801774488211167,3.0,0.9935897435897435
39,Fbxl7,0.017522565073315954,9.0,0.9871794871794871
39,Dock5,0.009654035519751272,2.0,0.9855769230769231
39,Gm6260,0.010923738361976245,1.0,0.9807692307692307
40,Cnp,0.0076177418940802585,2.0,0.9903846153846154
40,1700047M11Rik,0.00673296933881621,3.0,0.9871794871794872
40,Mal,0.005269413441116687,4.0,0.9855769230769231
40,Tspan2,0.004930478130379853,5.0,0.9846153846153847
40,Mobp,0.009763841310936666,10.0,0.9826923076923075
40,Opalin,0.008593210592879605,3.0,0.9807692307692307
40,Mog,0.006317993318305351,5.0,0.976923076923077
40,Phldb1,0.008458006456846703,4.5,0.9743589743589745
40,Mag,0.005239723684898874,5.0,0.9730769230769231
40,Pde4b,0.006886415219359204,50.0,0.8873076923076925
41,Cldn5,0.03021812595209034,3.0,1.0
41,Adgrf5,0.019762683914985958,1.0,1.0
41,Slco1a4,0.01939911651492019,7.0,1.0
41,Flt1,0.018253754545322087,8.0,1.0
41,Adgrl4,0.015592112862419027,3.0,1.0
41,Itm2a,0.011040909387193643,2.0,1.0
41,Cyyr1,0.011011891609871465,1.0,1.0
41,Slc2a1,0.010872815075266891,2.0,1.0
41,Mecom,0.00986556874055842,3.0,1.0
41,Pglyrp1,0.007220073429478359,1.0,1.0
42_1,Mrc1,0.024213580747712567,2.0,1.0
42_1,F13a1,0.02125816811293728,2.0,1.0
42_1,Stab1,0.012523094252980784,1.0,1.0
42_1,Lyz2,0.01231110834450421,1.0,1.0
42_1,Rbpj,0.01387775248187737,2.0,0.8846153846153846
42_1,Arhgap15,0.007560031653083337,3.0,0.814102564102564
42_2,Slc7a10,0.004279569136956101,1.0,0.9615384615384616
42_2,Tgfbr1,0.004344388258173153,3.0,0.9551282051282051
42_2,Ctss,0.003946982726038186,2.0,0.9519230769230769
42_2,Hepacam,0.004961107497925405,2.0,0.9423076923076923
42_2,Cpq,0.0042435337167799556,1.0,0.9038461538461539
42_2,Npas3,0.005503434541032788,14.0,0.8028846153846155
42_2,Slc6a1,0.004732028698880574,1.0,0.75
42_2,Cab39,0.0045003772193082815,1.0,0.4807692307692308
43,Col24a1,0.016245048160973257,3.0,1.0
43,Nr4a2,0.013040139176894146,5.0,1.0
43,Oprk1,0.009982082417057558,4.0,1.0
43,Gnb4,0.011533160954055054,5.0,0.9961538461538461
43,Gfra1,0.013858803352093645,4.0,0.9951923076923077
43,Ntng2,0.012008714798619959,8.0,0.9927884615384616
43,Col11a1,0.019572703854328393,9.0,0.9893162393162392
43,Smoc2,0.006903617441752365,3.0,0.9871794871794871
43,Tmem163,0.006154198733572457,7.0,0.9752747252747253
43,Rgs12,0.006623774834165377,2.0,0.9615384615384616
