clusterName,binary_genes,rf_feature_importance,cluster_median,binary_score
44,Gpr17,0.021143095130962637,2.0,1.0
44,9630013A20Rik,0.0206573882428018,7.0,1.0
44,Bmp4,0.0084802697738945,1.0,1.0
44,Arhgap24,0.033053555403539,7.5,0.9974358974358974
44,Mpzl1,0.018671357153516015,6.0,0.9967948717948718
44,Tns3,0.013464165297073595,10.0,0.9942307692307691
44,Bcas1,0.031164864552729866,19.5,0.9921104536489153
44,Ppfibp1,0.017111109414478076,6.0,0.9871794871794872
44,Itpr2,0.010068754263374337,6.0,0.9743589743589743
44,Ust,0.008486538713198067,9.0,0.9743589743589742
45,Trim59,0.005626569531913492,0.5,0.9807692307692307
45,A230001M10Rik,0.004440589088643505,1.0,0.9807692307692307
45,Csf1r,0.004903506590804395,2.0,0.9519230769230769
45,Mog,0.009484718281660816,2.0,0.9423076923076923
45,Mal,0.005152925576589774,1.0,0.9423076923076923
45,Opalin,0.004852677429480962,1.0,0.9423076923076923
45,Aspa,0.008075448512093644,2.0,0.9326923076923077
45,Mag,0.00784020028223644,2.0,0.9326923076923077
45,Gm16168,0.005092433631761768,2.0,0.9230769230769231
45,Fa2h,0.007439858295002707,1.0,0.9038461538461539
46,Nos1,0.02004153566811801,3.0,1.0
46,Tacr1,0.010908299720738687,5.0,1.0
46,Npy,0.008649457678558467,14.0,0.9793956043956042
46,Col25a1,0.006607115344247227,13.0,0.9511834319526625
46,Sox2ot,0.009261029251159812,14.0,0.8612637362637362
47,Abcc9,0.015781864718408433,1.0,1.0
47,Art3,0.009690631742694241,1.0,1.0
47,Slc38a11,0.009669388504614688,1.0,1.0
47,Tbx3os1,0.006885738707773687,1.0,1.0
47,Notch3,0.006526116383554393,1.0,1.0
47,Pdgfrb,0.005242412615436965,2.0,1.0
47,Vtn,0.0202459202526059,8.0,0.9975961538461539
47,Atp13a5,0.01697955344493426,6.0,0.9967948717948718
47,Slc6a20a,0.008704396118806718,2.0,0.9807692307692307
47,Ebf1,0.005281201236935153,3.0,0.9807692307692307
48,Sfta3-ps,0.02333594498645591,2.0,1.0
48,Pde3a,0.01184610473630789,3.0,1.0
48,Lamb1,0.007579930152627046,1.0,1.0
48,Unc5b,0.005911921721993248,1.0,1.0
48,Pthlh,0.005058278491395386,1.0,1.0
48,Crtac1,0.004569582189983952,4.0,0.9663461538461539
48,Thsd7a,0.011212489550957735,24.0,0.9659455128205129
48,Trps1,0.007831724749979273,29.0,0.9370026525198933
48,Scg2,0.005430447370713754,3.0,0.9358974358974357
48,Cntnap5b,0.004817425024781342,13.0,0.9245562130177516
